web_scraper_order,web_scraper_start_url,containers_url2,types_chaussures,prix,adresse,image_lien
"1766755025-185","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5293535","Chaussures homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5293535_uploaded_image1_1745362191.jpg""); width: 484px;"
"1766755027-186","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5343375","Chaussures homme","13 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5343375_uploaded_image1_1748086204.jpg""); width: 577px;"
"1766755030-187","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5343503","Chaussures homme","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5343503_uploaded_image1_1748092307.jpg""); width: 664px;"
"1766755091-188","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5348358","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348358_uploaded_image1_1748370711.jpg""); width: 447px;"
"1766755096-189","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-5349918","Babouches","Prix sur demande","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5349918_uploaded_image1_1748452087.jpg""); width: 646px;"
"1766755100-190","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5350017","Chaussures unisexe","14 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5350017_uploaded_image1_1748459077.jpg""); width: 591px;"
"1766755103-191","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nb1906-5350411","Baskets NB1906","23 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5350411_uploaded_image1_1748483850.jpg""); width: 539px;"
"1766755105-192","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nb9050-5350412","Baskets NB9050","23 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5350412_uploaded_image1_1748483937.jpg""); width: 539px;"
"1766755108-193","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-berluti-5350414","Chaussures Timberland Berluti","16 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5350414_uploaded_image1_1748484037.jpg""); width: 539px;"
"1766755110-194","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5305851","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5305851_uploaded_image1_1746060014.jpg""); width: 407px;"
"1766755113-195","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-5351718","Tapettes homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5351718_uploaded_image2_1748579763.jpeg""); width: 539px;"
"1766755115-196","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5351719","Chaussures homme","22 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5351719_uploaded_image1_1748579858.jpg""); width: 539px;"
"1766755118-197","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5307445","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5307445_uploaded_image1_1746143357.jpg""); width: 484px;"
"1766755120-198","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5307453","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5307453_uploaded_image1_1746143663.jpg""); width: 484px;"
"1766755123-199","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5307448","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5307448_uploaded_image1_1746143468.jpg""); width: 484px;"
"1766755126-200","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5307447","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5307447_uploaded_image1_1746143406.jpg""); width: 484px;"
"1766755130-201","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuirs-pour-homme-5353808","Chaussures en cuirs pour homme","20 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/5353808_uploaded_image1_1748715471.jpg""); width: 566px;"
"1766755134-202","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5310593","Chaussures homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5310593_uploaded_image1_1746312078.jpg""); width: 484px;"
"1766755136-203","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5310609","Chaussures homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5310609_uploaded_image1_1746312679.jpg""); width: 484px;"
"1766755140-204","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5355700","Chaussures Nike","30 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355700_uploaded_image1_1748826892.jpg""); width: 545px;"
"1766755142-205","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5310619","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5310619_uploaded_image1_1746312980.jpg""); width: 484px;"
"1766755145-206","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5355703","Chaussures Nike","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355703_uploaded_image1_1748827191.jpg""); width: 545px;"
"1766755147-207","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5356684","Chaussures homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5356684_uploaded_image1_1748876788.jpg""); width: 577px;"
"1766755149-208","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357607","Chaussures homme","8 500 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357607_uploaded_image1_1748916131.jpg""); width: 577px;"
"1766755152-209","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357608","Chaussures homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357608_uploaded_image1_1748916267.jpg""); width: 577px;"
"1766755155-210","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5358106","Chaussures en cuir","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358106_uploaded_image1_1748946350.jpg""); width: 374px;"
"1766755157-211","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-tommy-5358420","Chaussures Tommy","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358420_uploaded_image1_1748953921.jpg""); width: 577px;"
"1766755159-212","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5358423","Chaussures hommes","14 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358423_uploaded_image1_1748954041.jpg""); width: 577px;"
"1766755162-213","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5358670","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358670_uploaded_image1_1748962573.jpg""); width: 646px;"
"1766755167-214","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hermes-5359016","Chaussures Hermes","14 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359016_uploaded_image1_1748977243.jpg""); width: 543px;"
"1766755169-215","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5359020","Chaussures homme","9 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359020_uploaded_image1_1748977345.jpg""); width: 543px;"
"1766755173-216","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5359022","Chaussures en cuir","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359022_uploaded_image1_1748977431.jpg""); width: 543px;"
"1766755175-217","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-en-cuir-5359026","Chaussures homme en cuir","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359026_uploaded_image1_1748977576.jpg""); width: 543px;"
"1766755178-218","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/sabot-orthopedique-5313152","Sabot orthopédique","12 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5313152_uploaded_image1_1746464722.jpg""); width: 433px;"
"1766755180-219","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5313151","Sandales orthopédique","10 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5313151_uploaded_image1_1746464604.jpg""); width: 484px;"
"1766755183-220","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5313318","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5313318_uploaded_image1_1746471196.jpg""); width: 484px;"
"1766755186-221","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-aire-force-one-5359383","Baskets Aire Force One","14 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359383_uploaded_image1_1748994555.jpg""); width: 671px;"
"1766755194-222","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5359386","Chaussures Unisexe","14 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5359386_uploaded_image1_1748994671.jpg""); width: 541px;"
"1766755197-223","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5360021","Sandales homme","Prix sur demande","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5360021_uploaded_image1_1749037309.jpg""); width: 646px;"
"1766755199-224","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5360111","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5360111_uploaded_image1_1749039993.jpg""); width: 381px;"
"1766755201-225","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5360164","Chaussures homme","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5360164_uploaded_image1_1749041699.jpg""); width: 543px;"
"1766755204-226","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/babouche-bonnet-5360403","Babouche / bonnet","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5360403_uploaded_image1_1749049684.jpg""); width: 438px;"
"1766755235-227","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5314910","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5314910_uploaded_image1_1746554047.jpg""); width: 484px;"
"1766755238-228","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabess-5314916","Chaussures Wallabess","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5314916_uploaded_image1_1746554149.jpg""); width: 407px;"
"1766755241-229","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-ja-1-5362506","Baskets Nike JA 1","20 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362506_uploaded_image1_1749163263.jpg""); width: 609px;"
"1766755243-230","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5318493","Sandales orthopédique","17 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5318493_uploaded_image1_1746728698.jpg""); width: 433px;"
"1766755248-231","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5364177","Chaussures homme","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5364177_uploaded_image1_1749301086.jpg""); width: 508px;"
"1766755250-232","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5320628","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5320628_uploaded_image1_1746829675.jpg""); width: 484px;"
"1766755255-233","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5320634","Chaussures homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5320634_uploaded_image1_1746829909.jpg""); width: 407px;"
"1766755262-234","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5335718","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5335718_uploaded_image1_1747671521.jpg""); width: 407px;"
"1766755265-235","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5326065","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326065_uploaded_image1_1747152038.jpg""); width: 484px;"
"1766755268-236","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5326060","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326060_uploaded_image1_1747151959.jpg""); width: 484px;"
"1766755270-237","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5326073","Chaussures  homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326073_uploaded_image1_1747152250.jpg""); width: 484px;"
"1766755273-238","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5326084","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326084_uploaded_image1_1747152804.jpg""); width: 407px;"
"1766755275-239","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5344836","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344836_uploaded_image1_1748193643.jpg""); width: 484px;"
"1766755278-240","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5344847","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344847_uploaded_image1_1748194098.jpg""); width: 484px;"
"1766755280-241","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352579","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352579_uploaded_image1_1748627471.jpg""); width: 484px;"
"1766755283-242","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352582","Chaussures homme","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352582_uploaded_image1_1748627619.jpg""); width: 484px;"
"1766755286-243","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5339043","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339043_uploaded_image1_1747847564.jpg""); width: 484px;"
"1766755288-244","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5344859","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344859_uploaded_image1_1748194369.jpg""); width: 484px;"
"1766755291-245","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352585","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352585_uploaded_image1_1748627915.jpg""); width: 407px;"
"1766755293-246","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5339050","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339050_uploaded_image1_1747847679.jpg""); width: 484px;"
"1766755296-247","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352599","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352599_uploaded_image1_1748628301.jpg""); width: 484px;"
"1766755298-248","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/babouche-hommes-5352597","Babouche hommes","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352597_uploaded_image1_1748628223.jpg""); width: 399px;"
"1766755301-249","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352594","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352594_uploaded_image1_1748628110.jpg""); width: 484px;"
"1766755303-250","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5339056","Chaussures homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339056_uploaded_image1_1747847898.jpg""); width: 484px;"
"1766755306-251","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5339072","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339072_uploaded_image1_1747848346.jpg""); width: 484px;"
"1766755308-252","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352612","Chaussures homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352612_uploaded_image1_1748628640.jpg""); width: 484px;"
"1766755311-253","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352608","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352608_uploaded_image1_1748628558.jpg""); width: 484px;"
"1766755313-254","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352618","Chaussures homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352618_uploaded_image1_1748628798.jpg""); width: 484px;"
"1766755317-255","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5329838","Chaussures homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5329838_uploaded_image1_1747328563.jpg""); width: 484px;"
"1766755319-256","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/babouche-hommes-5352617","Babouche hommes","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352617_uploaded_image1_1748628750.jpg""); width: 484px;"
"1766755325-257","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5352616","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352616_uploaded_image1_1748628699.jpg""); width: 484px;"
"1766755328-258","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5329841","Chaussures homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5329841_uploaded_image1_1747328617.jpg""); width: 484px;"
"1766755330-259","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5365566","Chaussures homme","9 500 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5365566_uploaded_image1_1749410561.jpg""); width: 545px;"
"1766755333-260","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5348410","Chaussures homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348410_uploaded_image1_1748373021.jpg""); width: 484px;"
"1766755336-261","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-5330113","Chaussures cuir","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5330113_uploaded_image1_1747337081.jpg""); width: 407px;"
"1766755338-262","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-skool-5365742","Baskets Vans Knu Skool","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5365742_uploaded_image1_1749418905.jpg""); width: 535px;"
"1766755341-263","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5342587","Chaussures homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5342587_uploaded_image1_1748032191.jpg""); width: 484px;"
"1766755343-264","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5342583","Chaussures homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5342583_uploaded_image1_1748031990.jpg""); width: 484px;"
"1766755346-265","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355453","Chaussures homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355453_uploaded_image1_1748814029.jpg""); width: 484px;"
"1766755348-266","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355462","Chaussures homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355462_uploaded_image1_1748814534.jpg""); width: 484px;"
"1766755351-267","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355476","Chaussures homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355476_uploaded_image1_1748815189.jpg""); width: 484px;"
"1766755353-268","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362514","Chaussures homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362514_uploaded_image1_1749163692.jpg""); width: 484px;"
"1766755356-269","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362520","Chaussures homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362520_uploaded_image1_1749164124.jpg""); width: 484px;"
"1766755358-270","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362529","Chaussures homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362529_uploaded_image1_1749164594.jpg""); width: 484px;"
"1766755361-271","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357416","Chaussures homme","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357416_uploaded_image1_1748904881.jpg""); width: 484px;"
"1766755363-272","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357418","Chaussures homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357418_uploaded_image1_1748904948.jpg""); width: 484px;"
"1766755366-273","https://sn.coinafrique.com/categorie/chaussures-homme?page=7","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357425","Chaussures homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357425_uploaded_image1_1748905162.jpg""); width: 407px;"
