web_scraper_order,web_scraper_start_url,vetement_enfants,types_habits,prix,adresse,image_lien
"1766969173-605","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2415237","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2415237_uploaded_image1_1594237651.jpg""); width: 399px;"
"1766969176-606","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2415238","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2415238_uploaded_image1_1594237696.jpg""); width: 399px;"
"1766969179-607","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2419208","Robes enfants","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2419208_uploaded_image1_1594309374.jpg""); width: 671px;"
"1766969181-608","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-2419413","Robes","11 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2419413_uploaded_image1_1594312294.jpg""); width: 671px;"
"1766969183-609","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-2419428","Robé bébé","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2419428_uploaded_image1_1594311733.jpg""); width: 671px;"
"1766969186-610","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2419444","Vêtements enfant","11 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2419444_uploaded_image1_1594311993.jpg""); width: 671px;"
"1766969217-611","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2419780","Vêtements enfant","14 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2419780_uploaded_image1_1594317202.jpg""); width: 671px;"
"1766969219-612","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-2420338","Robes","14 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2420338_uploaded_image1_1594327532.jpg""); width: 671px;"
"1766969222-613","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2421019","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2421019_uploaded_image1_1594339575.jpg""); width: 399px;"
"1766969227-614","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2422404","Vêtements  enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2422404_uploaded_image1_1594379097.jpg""); width: 671px;"
"1766969234-615","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428816","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428816_uploaded_image1_1594514870.jpg""); width: 399px;"
"1766969238-616","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428818","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428818_uploaded_image1_1594514927.jpg""); width: 399px;"
"1766969240-617","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428829","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428829_uploaded_image1_1594515064.jpg""); width: 399px;"
"1766969243-618","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428831","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428831_uploaded_image1_1594515098.jpg""); width: 399px;"
"1766969246-619","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428833","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428833_uploaded_image1_1594515123.jpg""); width: 399px;"
"1766969249-620","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2428835","Vêtements enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428835_uploaded_image1_1594515153.jpg""); width: 399px;"
"1766969252-621","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/polo-short-2428836","Polo - short","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428836_uploaded_image1_1594515186.jpg""); width: 399px;"
"1766969255-622","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428839","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428839_uploaded_image1_1594515222.jpg""); width: 399px;"
"1766969258-623","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2428841","Vêtements enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428841_uploaded_image1_1594515248.jpg""); width: 399px;"
"1766969260-624","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2428844","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428844_uploaded_image1_1594515281.jpg""); width: 399px;"
"1766969263-625","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428847","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428847_uploaded_image1_1594515313.jpg""); width: 399px;"
"1766969266-626","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428849","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428849_uploaded_image1_1594515342.jpg""); width: 399px;"
"1766969268-627","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2428852","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2428852_uploaded_image1_1594515370.jpg""); width: 399px;"
"1766969271-628","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2431632","Robes enfants","12 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2431632_uploaded_image1_1594593877.jpg""); width: 532px;"
"1766969273-629","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2431713","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2431713_uploaded_image1_1594596099.jpg""); width: 399px;"
"1766969275-630","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2433719","Caleçon enfant","1 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2433719_uploaded_image1_1594643418.jpg""); width: 528px;"
"1766969278-631","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-2433735","Djellaba enfant","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2433735_uploaded_image1_1594643576.jpg""); width: 532px;"
"1766969280-632","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2434001","Caleçon enfant","1 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2434001_uploaded_image1_1594646583.jpg""); width: 528px;"
"1766969283-633","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435165","Robes enfants","2 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2435165_uploaded_image1_1594664501.jpg""); width: 391px;"
"1766969286-634","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435299","Robes enfants","2 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2435299_uploaded_image1_1594666625.jpg""); width: 392px;"
"1766969289-635","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2435562","Vêtements  enfants","3 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2435562_uploaded_image1_1594671660.jpg""); width: 418px;"
"1766969291-636","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436059","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436059_uploaded_image1_1594683237.jpg""); width: 399px;"
"1766969294-637","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436060","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436060_uploaded_image1_1594683263.jpg""); width: 399px;"
"1766969296-638","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436061","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436061_uploaded_image1_1594683292.jpg""); width: 399px;"
"1766969298-639","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436063","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436063_uploaded_image1_1594683324.jpg""); width: 399px;"
"1766969302-640","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436367","Robes enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436367_uploaded_image1_1594691952.jpg""); width: 608px;"
"1766969304-641","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-2436369","Robes","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436369_uploaded_image1_1594692021.jpg""); width: 608px;"
"1766969306-642","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436371","Robes fille","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436371_uploaded_image1_1594692075.jpg""); width: 608px;"
"1766969309-643","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436373","Robes  fille","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436373_uploaded_image1_1594692144.jpg""); width: 608px;"
"1766969311-644","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436374","Robes fille","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436374_uploaded_image1_1594692213.jpg""); width: 608px;"
"1766969314-645","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436377","Robes enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436377_uploaded_image1_1594692299.jpg""); width: 608px;"
"1766969316-646","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436380","Robes enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436380_uploaded_image1_1594692362.jpg""); width: 608px;"
"1766969318-647","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-filles-2436381","Robes filles","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2436381_uploaded_image1_1594692440.jpg""); width: 608px;"
"1766969321-648","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2439757","Robes enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2439757_uploaded_image1_1594755732.jpg""); width: 532px;"
"1766969323-649","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2441099","Robes enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2441099_uploaded_image1_1594802735.jpg""); width: 532px;"
"1766969325-650","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/bonnet-bebe-2442193","Bonnet bébé","2 250 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2442193_uploaded_image1_1594817783.jpg""); width: 592px;"
"1766969328-651","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2442234","Vêtement enfant","5 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2442234_uploaded_image1_1594818156.jpg""); width: 592px;"
