web_scraper_order,web_scraper_start_url,vetement_enfants,types_habits,prix,adresse,image_lien
"1766968908-516","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2310123","Vêtements - Enfants","4 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2310123_uploaded_image1_1592524489.jpg""); width: 399px;"
"1766968911-517","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2310124","Vêtements enfant","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2310124_uploaded_image1_1592524519.jpg""); width: 399px;"
"1766968913-518","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2313499","Robe enfant","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2313499_uploaded_image1_1592578354.jpg""); width: 555px;"
"1766968916-519","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-2317501","Tenue  pour enfant","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2317501_uploaded_image1_1592652081.jpg""); width: 538px;"
"1766968918-520","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-2317504","Tenue / enfant","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2317504_uploaded_image1_1592652130.jpg""); width: 538px;"
"1766968920-521","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-2317536","Tenue pour enfant","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2317536_uploaded_image1_1592652455.jpg""); width: 538px;"
"1766968923-522","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/bonnets-enfants-2318253","Bonnets / enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2318253_uploaded_image1_1592661509.jpg""); width: 378px;"
"1766968926-523","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-2324482","Vêtements Pour enfants","4 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2324482_uploaded_image1_1592784086.jpg""); width: 399px;"
"1766968928-524","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-2324483","Vêtements pour enfants","4 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2324483_uploaded_image1_1592784118.jpg""); width: 399px;"
"1766968931-525","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-2330464","Ensemble pour bébé","4 500 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2330464_uploaded_image1_1592871357.jpg""); width: 671px;"
"1766968933-526","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/lot-de-12-slips-enfant-2340835","Lot de 12 slips enfant","4 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2340835_uploaded_image1_1593021988.jpg""); width: 406px;"
"1766968936-527","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/boubous-enfants-2347925","Boubous enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2347925_uploaded_image1_1593131058.jpg""); width: 452px;"
"1766968939-528","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-enfants-2348889","Tenues enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2348889_uploaded_image1_1593158545.jpg""); width: 410px;"
"1766968941-529","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2351688","Vêtements enfants","2 500 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2351688_uploaded_image1_1593186752.jpg""); width: 592px;"
"1766968943-530","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/slip-ou-boxer-enfant-2351705","Slip ou boxer  / enfant","Prix sur demande","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2351705_uploaded_image1_1593186889.jpg""); width: 404px;"
"1766968946-531","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2357148","Vêtements enfant","2 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2357148_uploaded_image1_1593280075.jpg""); width: 423px;"
"1766968948-532","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2357824","Vêtement enfant","6 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2357824_uploaded_image1_1593292674.jpg""); width: 512px;"
"1766968951-533","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2361645","Vêtement enfant","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2361645_uploaded_image1_1593372128.jpg""); width: 410px;"
"1766968958-534","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-2361651","Tenue enfant","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2361651_uploaded_image1_1593372217.jpg""); width: 410px;"
"1766968961-535","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2363010","Robes enfants","3 500 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2363010_uploaded_image1_1593392012.jpg""); width: 592px;"
"1766968963-536","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2367474","Vêtements enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2367474_uploaded_image1_1593459542.jpg""); width: 374px;"
"1766968966-537","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2367486","Vêtements enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2367486_uploaded_image1_1593459784.jpg""); width: 374px;"
"1766968969-538","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2370708","Robes  enfant","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2370708_uploaded_image1_1593520384.jpg""); width: 430px;"
"1766968971-539","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2377213","Vêtements bébé","3 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377213_uploaded_image1_1593621496.jpg""); width: 592px;"
"1766968973-540","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2377227","Vêtements bébé","3 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377227_uploaded_image1_1593621591.jpg""); width: 592px;"
"1766968976-541","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2377232","Vêtement enfant","3 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377232_uploaded_image1_1593621705.jpg""); width: 592px;"
"1766968978-542","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/boubous-en-tissu-enfants-2377371","Boubous en tissu   / enfants","3 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377371_uploaded_image1_1593623429.jpg""); width: 512px;"
"1766968981-543","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2377707","Robes enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377707_uploaded_image2_1593626715.jpeg""); width: 374px;"
"1766968983-544","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-princesses-2377730","Robes de princesses","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377730_uploaded_image3_1593626961.jpeg""); width: 374px;"
"1766968985-545","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-princesse-2377738","Robe de princesse","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377738_uploaded_image1_1593627059.jpg""); width: 374px;"
"1766968988-546","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2377756","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377756_uploaded_image1_1593627288.jpg""); width: 399px;"
"1766968990-547","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2377763","Vêtements enfants","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2377763_uploaded_image1_1593627356.jpg""); width: 399px;"
"1766968992-548","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2378597","Vêtements  enfants","4 008 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2378597_uploaded_image1_1593640853.jpg""); width: 431px;"
"1766968995-549","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2383531","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2383531_uploaded_image1_1593715580.jpg""); width: 399px;"
"1766968997-550","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2383536","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2383536_uploaded_image1_1593715625.jpg""); width: 399px;"
"1766969000-551","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2383539","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2383539_uploaded_image1_1593715653.jpg""); width: 399px;"
"1766969002-552","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2383727","Vêtements enfants","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2383727_uploaded_image1_1593717954.jpg""); width: 399px;"
"1766969004-553","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384763","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384763_uploaded_image1_1593734473.jpg""); width: 399px;"
"1766969007-554","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2384768","Ensemble enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384768_uploaded_image3_1593734533.jpeg""); width: 399px;"
"1766969009-555","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384771","Vêtements - Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384771_uploaded_image1_1593734573.jpg""); width: 399px;"
"1766969012-556","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2384777","Vêtements enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384777_uploaded_image2_1593734610.jpeg""); width: 399px;"
"1766969014-557","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384780","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384780_uploaded_image1_1593734638.jpg""); width: 399px;"
"1766969016-558","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384784","Vêtements - Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384784_uploaded_image1_1593734669.jpg""); width: 399px;"
"1766969019-559","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384787","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384787_uploaded_image1_1593734705.jpg""); width: 399px;"
"1766969021-560","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2384790","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2384790_uploaded_image1_1593734738.jpg""); width: 399px;"
"1766969024-561","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2385462","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385462_uploaded_image1_1593756505.jpg""); width: 399px;"
"1766969026-562","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2385463","Robes / enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385463_uploaded_image1_1593756545.jpg""); width: 399px;"
"1766969028-563","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2385466","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385466_uploaded_image1_1593756575.jpg""); width: 399px;"
"1766969031-564","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2385470","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385470_uploaded_image1_1593756621.jpg""); width: 399px;"
"1766969033-565","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2385474","Vêtements  enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385474_uploaded_image1_1593756680.jpg""); width: 399px;"
"1766969036-566","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2385478","Vêtements  enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385478_uploaded_image1_1593756723.jpg""); width: 399px;"
"1766969038-567","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2385500","Vêtement enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385500_uploaded_image1_1593756984.jpg""); width: 399px;"
"1766969040-568","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2385501","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385501_uploaded_image1_1593757023.jpg""); width: 399px;"
"1766969043-569","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2385507","Vêtements  enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385507_uploaded_image1_1593757086.jpg""); width: 399px;"
"1766969045-570","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2385511","Vêtement enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385511_uploaded_image1_1593757128.jpg""); width: 399px;"
"1766969048-571","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2385514","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2385514_uploaded_image1_1593757178.jpg""); width: 399px;"
"1766969050-572","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2390222","Ensemble enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2390222_uploaded_image1_1593819740.jpg""); width: 399px;"
"1766969053-573","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-2390242","Pantalon pour enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2390242_uploaded_image1_1593820048.jpg""); width: 399px;"
"1766969055-574","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2390249","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2390249_uploaded_image2_1593820152.jpeg""); width: 399px;"
"1766969057-575","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2390252","Vêtements enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2390252_uploaded_image1_1593820266.jpg""); width: 399px;"
"1766969060-576","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2391012","Vêtements  enfant","500 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2391012_uploaded_image1_1593848227.jpg""); width: 452px;"
"1766969062-577","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2393110","Ensemble bébé","4 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2393110_uploaded_image1_1593876568.jpg""); width: 442px;"
"1766969064-578","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","https://sn.coinafrique.com/annonce/vetements-enfants/crop-top-enfants-2393141","Crop top  / enfants","300 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2393141_uploaded_image1_1593877001.jpg""); width: 452px;"
"1766969073-579","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2394787","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2394787_uploaded_image1_1593908893.jpg""); width: 399px;"
"1766969079-580","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2394789","Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2394789_uploaded_image2_1593908941.jpeg""); width: 399px;"
"1766969084-581","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2394790","Vêtements enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2394790_uploaded_image1_1593908968.jpg""); width: 399px;"
"1766969086-582","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2394791","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2394791_uploaded_image1_1593908997.jpg""); width: 399px;"
"1766969089-583","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2398729","Vêtements Enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2398729_uploaded_image1_1593994370.jpg""); width: 399px;"
"1766969091-584","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2401256","Robe enfant","10 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2401256_uploaded_image1_1594041093.jpg""); width: 592px;"
"1766969094-585","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/bambinerie-2403473","Bambinerie","Prix sur demande","Geule Tapée, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2403473_uploaded_image1_1594066049.jpg""); width: 578px;"
"1766969120-586","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2404448","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2404448_uploaded_image2_1594080730.jpeg""); width: 399px;"
"1766969123-587","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2404451","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2404451_uploaded_image1_1594080760.jpg""); width: 399px;"
"1766969126-588","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2404455","Habits enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2404455_uploaded_image1_1594080809.jpg""); width: 399px;"
"1766969130-589","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2404462","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2404462_uploaded_image1_1594080885.jpg""); width: 399px;"
"1766969135-590","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2406187","Vêtements enfants","35 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2406187_uploaded_image1_1594118848.jpg""); width: 410px;"
"1766969140-591","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2408739","Robes  enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2408739_uploaded_image1_1594145324.jpg""); width: 412px;"
"1766969142-592","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410552","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410552_uploaded_image1_1594169465.jpg""); width: 399px;"
"1766969144-593","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410554","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410554_uploaded_image1_1594169491.jpg""); width: 399px;"
"1766969147-594","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410556","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410556_uploaded_image1_1594169528.jpg""); width: 399px;"
"1766969149-595","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410557","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410557_uploaded_image2_1594169560.jpeg""); width: 399px;"
"1766969151-596","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410559","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410559_uploaded_image1_1594169589.jpg""); width: 399px;"
"1766969154-597","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410569","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410569_uploaded_image1_1594169738.jpg""); width: 399px;"
"1766969156-598","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2410573","Vêtements  enfant","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2410573_uploaded_image1_1594169822.jpg""); width: 399px;"
"1766969159-599","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2411915","Vêtements enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2411915_uploaded_image1_1594201292.jpg""); width: 410px;"
"1766969161-600","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/grenouilleres-bebe-2414977","Grenouillères bébé","2 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2414977_uploaded_image1_1594234621.jpg""); width: 374px;"
"1766969164-601","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pantalon-body-pour-enfant-2414999","Ensemble Pantalon Body pour enfant","2 500 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2414999_uploaded_image1_1594234822.jpg""); width: 374px;"
"1766969166-602","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-bebe-0-a-3-mois-2415013","Sous vêtements bébé 0 à 3 mois","1 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2415013_uploaded_image1_1594234978.jpg""); width: 374px;"
"1766969168-603","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-bebe-2415021","Pantalons  bébé","1 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2415021_uploaded_image1_1594235048.jpg""); width: 374px;"
"1766969171-604","https://sn.coinafrique.com/categorie/vetements-enfants?page=14","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfants-2415228","Ensemble Vêtements enfants","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2415228_uploaded_image1_1594237577.jpg""); width: 399px;"
