web_scraper_order,web_scraper_start_url,chaussure_enfant,types_chaussures,prix,adresse,image_lien
"1766760539-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3415124","Chaussures enfants","2 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3415124_uploaded_image1_1635810270.jpg""); width: 374px;"
"1766760542-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-petites-filles-3415129","Sandales petites filles","2 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3415129_uploaded_image1_1635810651.jpg""); width: 374px;"
"1766760544-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-enfants-3429274","Baskets Nike Jordan enfants","Prix sur demande","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3429274_uploaded_image1_1636462416.jpg""); width: 547px;"
"1766760547-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfant-3429468","Chaussures orthopédiques enfant","4 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3429468_uploaded_image1_1636466917.jpg""); width: 416px;"
"1766760549-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3432590","Chaussures enfant","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3432590_uploaded_image2_1636625019.jpeg""); width: 413px;"
"1766760555-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-bebe-3451771","Chaussettes bébé","9 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3451771_uploaded_image1_1637718423.jpg""); width: 476px;"
"1766760558-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462497","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3462497_uploaded_image1_1638375172.jpg""); width: 441px;"
"1766760561-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462499","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3462499_uploaded_image1_1638375239.jpg""); width: 441px;"
"1766760563-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3462501","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3462501_uploaded_image1_1638375325.jpg""); width: 441px;"
"1766760565-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-3468451","Ballerines enfant","10 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3468451_uploaded_image1_1638628031.jpg""); width: 381px;"
"1766760568-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3475296","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3475296_uploaded_image1_1638981582.jpg""); width: 441px;"
"1766760570-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-3481315","Sandales pour enfants","1 000 CFA","Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3481315_uploaded_image1_1639352929.jpg""); width: 520px;"
"1766760573-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/souliers-enfants-3486610","Souliers enfants","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3486610_uploaded_image1_1639656374.jpg""); width: 374px;"
"1766760575-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-en-cuir-3495410","Chaussures  en cuir","12 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3495410_uploaded_image1_1640264833.jpg""); width: 525px;"
"1766760578-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-nike-3495835","Baskets enfants Nike","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3495835_uploaded_image1_1640284287.jpg""); width: 441px;"
"1766760581-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfant-3496189","Baskets Nike enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3496189_uploaded_image2_1640319435.jpeg""); width: 539px;"
"1766760584-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3513868","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3513868_uploaded_image1_1641563929.jpg""); width: 671px;"
"1766760586-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-friperie-nike-enfants-3526935","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3526935_uploaded_image1_1642345866.jpg""); width: 407px;"
"1766760592-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3526938","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal",""
"1766760595-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-3526941","Chaussures friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3526941_uploaded_image1_1642346098.jpg""); width: 407px;"
"1766760597-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528219","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3528219_uploaded_image1_1642431351.jpg""); width: 407px;"
"1766760600-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528221","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3528221_uploaded_image1_1642431390.jpg""); width: 407px;"
"1766760602-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-3529128","Pantoufles","4 000 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3529128_uploaded_image1_1642500345.jpg""); width: 436px;"
"1766760604-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-enfant-3533457","Pantoufles enfant","4 000 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3533457_uploaded_image1_1642754956.jpg""); width: 436px;"
"1766760607-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3537500","Chaussures enfants","11 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3537500_uploaded_image1_1643045085.jpg""); width: 533px;"
"1766760609-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3543253","Chaussures fille","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3543253_uploaded_image1_1643397434.jpg""); width: 527px;"
"1766760612-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3544110","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3544110_uploaded_image1_1643467157.jpg""); width: 441px;"
"1766760614-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3566810","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3566810_uploaded_image1_1644828396.jpg""); width: 407px;"
"1766760616-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3566813","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3566813_uploaded_image1_1644828469.jpg""); width: 407px;"
"1766760619-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3579013","Chaussures enfants","5 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3579013_uploaded_image1_1645581208.jpg""); width: 374px;"
"1766760622-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-force-one-3599487","Baskets Air Force One","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3599487_uploaded_image1_1646755996.jpg""); width: 441px;"
"1766760624-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-3617411","Ballerines enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3617411_uploaded_image1_1647863237.jpg""); width: 525px;"
"1766760626-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641151","Chaussures enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3641151_uploaded_image2_1649247824.jpeg""); width: 525px;"
"1766760629-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3641983","Chaussures enfant","3 500 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3641983_uploaded_image1_1649278750.jpg""); width: 450px;"
"1766760631-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669952","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3669952_uploaded_image1_1650975316.jpg""); width: 441px;"
"1766760633-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669956","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3669956_uploaded_image2_1650975375.jpeg""); width: 441px;"
"1766760636-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669958","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3669958_uploaded_image3_1650975432.jpeg""); width: 441px;"
"1766760638-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673159","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3673159_uploaded_image3_1651154872.jpeg""); width: 397px;"
"1766760641-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673165","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3673165_uploaded_image2_1651154980.jpeg""); width: 397px;"
"1766760643-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673169","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3673169_uploaded_image2_1651155111.jpeg""); width: 397px;"
"1766760647-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641537","Chaussures enfants","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3641537_uploaded_image1_1649258723.jpg""); width: 484px;"
"1766760649-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3690626","Baskets enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3690626_uploaded_image1_1652255965.jpg""); width: 539px;"
"1766760651-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3699436","Chaussures enfants","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3699436_uploaded_image1_1652782683.jpg""); width: 576px;"
"1766760654-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3672156","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3672156_uploaded_image1_1651092639.jpg""); width: 671px;"
"1766760656-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3704967","Chaussures bébé","1 500 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3704967_uploaded_image1_1653083833.jpg""); width: 592px;"
"1766760659-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-3768510","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3768510_uploaded_image1_1656771169.jpg""); width: 432px;"
"1766760661-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3771424","Chaussures enfant","12 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3771424_uploaded_image1_1656942212.jpg""); width: 576px;"
"1766760664-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777592","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3777592_uploaded_image1_1657274783.jpg""); width: 603px;"
"1766760666-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777593","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3777593_uploaded_image1_1657274825.jpg""); width: 603px;"
"1766760668-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619","Sandales africaines enfants","1 500 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3778619_uploaded_image1_1657354885.jpg""); width: 436px;"
